10;10
110;110
210;210
310;310
410;410
510;510
610;610
710;710
810;810
910;910
1010;1010
1110;1110
1210;1210
1310;1310
1410;1410
1510;1510
1610;1610
1710;1710
1810;1810
1910;1910
2010;2010
2110;2110
2210;2210
2310;2310
2410;2410
2510;2510
2610;2610
2710;2710
2810;2810
2910;2910
3010;3010
3110;3110
3210;3210
3310;3310
3410;3410
3510;3510
3610;3610
3710;3710
3810;3810
3910;3910
4010;4010
4110;4110
4210;4210
4310;4310
4410;4410
4510;4510
4610;4610
4710;4710
4810;4810
4910;4910
5010;5010
5110;5110
5210;5210
5310;5310
5410;5410
5510;5510
5610;5610
5710;5710
5810;5810
5910;5910
6010;6010
6110;6110
6210;6210
6310;6310
6410;6410
6510;6510
6610;6610
6710;6710
6810;6810
6910;6910
7010;7010
7110;7110
7210;7210
7310;7310
7410;7410
7510;7510
7610;7610
7710;7710
7810;7810
7910;7910
8010;8010
8110;8110
8210;8210
8310;8310
8410;8410
8510;8510
8610;8610
8710;8710
8810;8810
8910;8910
9010;9010
9110;9110
9210;9210
9310;9310
9410;9410
9510;9510
9610;9610
9710;9710
9810;9810
9910;9910
